id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country
415,male,Daniel Nathans,1928-10-30,USA,1978,1/3,2951013,Physiology or Medicine,Johns Hopkins University School of Medicine,USA
416,male,Hamilton O. Smith,1931-08-23,USA,1978,1/3,2951013,Physiology or Medicine,Johns Hopkins University School of Medicine,USA
691,male,Herbert Simon,1916-06-15,USA,1978,1,2951013,Economic Sciences,Carnegie Mellon University,USA
654,male,Isaac Bashevis Singer,1904-07-14,Poland,1978,1,2951013,Literature,,
539,male,Menachem Begin,1913-08-16,Belarus,1978,1/2,2951013,Peace,,
251,male,Peter Mitchell,1920-09-29,United Kingdom,1978,1,2951013,Chemistry,Glynn Research Laboratories,United Kingdom
110,male,Pyotr Kapitsa,1894-07-09,Russia,1978,1/2,2951013,Physics,Academy of Sciences,Russia
112,male,Robert Woodrow Wilson,1936-01-10,USA,1978,1/4,2951013,Physics,Bell Laboratories,USA
414,male,Werner Arber,1929-06-03,Switzerland,1978,1/3,2951013,Physiology or Medicine,Biozentrum der Universität,Switzerland
114,male,Abdus Salam,1926-01-29,Pakistan,1979,1/3,3042231,Physics,International Centre for Theoretical Physics,Italy
417,male,Allan M. Cormack,1924-02-23,South Africa,1979,1/2,3042231,Physiology or Medicine,Tufts University,USA
253,male,Georg Wittig,1897-06-16,Germany,1979,1/2,3042231,Chemistry,University of Heidelberg,Germany
418,male,Godfrey N. Hounsfield,1919-08-28,United Kingdom,1979,1/2,3042231,Physiology or Medicine,"Central Research Laboratories, EMI",United Kingdom
252,male,Herbert C. Brown,1912-05-22,United Kingdom,1979,1/2,3042231,Chemistry,Purdue University,USA
540,female,Mother Teresa ,1910-08-26,North Macedonia,1979,1,3042231,Peace,,
655,male,Odysseus Elytis,1911-11-02,Greece,1979,1,3042231,Literature,,
113,male,Sheldon Glashow,1932-12-05,USA,1979,1/3,3042231,Physics,"Harvard University, Lyman Laboratory",USA
693,male,Sir Arthur Lewis,1915-01-23,Saint Lucia,1979,1/2,3042231,Economic Sciences,Princeton University,USA
115,male,Steven Weinberg,1933-05-03,USA,1979,1/3,3042231,Physics,Harvard University,USA
692,male,Theodore W. Schultz,1902-04-30,USA,1979,1/2,3042231,Economic Sciences,University of Chicago,USA
541,male,Adolfo Pérez Esquivel,1931-11-26,Argentina,1980,1,2942067,Peace,,
419,male,Baruj Benacerraf,1920-10-29,Venezuela,1980,1/3,2942067,Physiology or Medicine,Harvard Medical School,USA
657,male,Czeslaw Milosz,1911-06-30,Lithuania,1980,1,2942067,Literature,,
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
421,male,George D. Snell,1903-12-19,USA,1980,1/3,2942067,Physiology or Medicine,Jackson Laboratory,USA
116,male,James Cronin,1931-09-29,USA,1980,1/2,2942067,Physics,University of Chicago,USA
420,male,Jean Dausset,1916-10-19,France,1980,1/3,2942067,Physiology or Medicine,"Université de Paris, Laboratoire Immuno-Hématologie",France
694,male,Lawrence R. Klein,1920-09-14,USA,1980,1,2942067,Economic Sciences,University of Pennsylvania,USA
254,male,Paul Berg,1926-06-30,USA,1980,1/2,2942067,Chemistry,Stanford University,USA
117,male,Val Fitch,1923-03-10,USA,1980,1/2,2942067,Physics,Princeton University,USA
255,male,Walter Gilbert,1932-03-21,USA,1980,1/4,2942067,Chemistry,"Harvard University, Biological Laboratories",USA
119,male,Arthur L. Schawlow,1921-05-05,USA,1981,1/4,2982813,Physics,Stanford University,USA
423,male,David H. Hubel,1926-02-27,Canada,1981,1/4,2982813,Physiology or Medicine,Harvard Medical School,USA
658,male,Elias Canetti,1905-07-25,Bulgaria,1981,1,2982813,Literature,,
695,male,James Tobin,1918-03-05,USA,1981,1,2982813,Economic Sciences,Yale University,USA
120,male,Kai M. Siegbahn,1918-04-20,Sweden,1981,1/2,2982813,Physics,Uppsala University,Sweden
257,male,Kenichi Fukui,1918-10-04,Japan,1981,1/2,2982813,Chemistry,Kyoto University,Japan
118,male,Nicolaas Bloembergen,1920-03-11,the Netherlands,1981,1/4,2982813,Physics,Harvard University,USA
258,male,Roald Hoffmann,1937-07-18,Ukraine,1981,1/2,2982813,Chemistry,Cornell University,USA
422,male,Roger W. Sperry,1913-08-20,USA,1981,1/2,2982813,Physiology or Medicine,California Institute of Technology (Caltech),USA
424,male,Torsten N. Wiesel,1924-06-03,Sweden,1981,1/4,2982813,Physiology or Medicine,Harvard Medical School,USA
259,male,Aaron Klug,1926-08-11,Lithuania,1982,1,3158777,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
544,male,Alfonso García Robles,1911-03-20,Mexico,1982,1/2,3158777,Peace,,
543,female,Alva Myrdal,1902-01-31,Sweden,1982,1/2,3158777,Peace,,
426,male,Bengt I. Samuelsson,1934-05-21,Sweden,1982,1/3,3158777,Physiology or Medicine,Karolinska Institutet,Sweden
659,male,Gabriel García Márquez,1927-03-06,Colombia,1982,1,3158777,Literature,,
696,male,George J. Stigler,1911-01-17,USA,1982,1,3158777,Economic Sciences,University of Chicago,USA
427,male,John R. Vane,1927-03-29,United Kingdom,1982,1/3,3158777,Physiology or Medicine,The Wellcome Research Laboratories,United Kingdom
121,male,Kenneth G. Wilson,1936-06-08,USA,1982,1,3158777,Physics,Cornell University,USA
425,male,Sune K. Bergström,1916-01-10,Sweden,1982,1/3,3158777,Physiology or Medicine,Karolinska Institutet,Sweden
428,female,Barbara McClintock,1902-06-16,USA,1983,1,3782695,Physiology or Medicine,Cold Spring Harbor Laboratory,USA
697,male,Gerard Debreu,1921-07-04,France,1983,1,3782695,Economic Sciences,University of California,USA
260,male,Henry Taube,1915-11-30,Canada,1983,1,3782695,Chemistry,Stanford University,USA
545,male,Lech Walesa,1943-09-29,Poland,1983,1,3782695,Peace,,
122,male,Subramanyan Chandrasekhar,1910-10-19,Pakistan,1983,1/2,3782695,Physics,University of Chicago,USA
123,male,William A. Fowler,1911-08-09,USA,1983,1/2,3782695,Physics,California Institute of Technology (Caltech),USA
660,male,William Golding,1911-09-19,United Kingdom,1983,1,3782695,Literature,,
261,male,Bruce Merrifield,1921-07-15,USA,1984,1,3850672,Chemistry,Rockefeller University,USA
124,male,Carlo Rubbia,1934-03-31,Italy,1984,1/2,3850672,Physics,CERN,Switzerland
431,male,César Milstein,1927-10-08,Argentina,1984,1/3,3850672,Physiology or Medicine,MRC Laboratory of Molecular Biology,United Kingdom
546,male,Desmond Tutu,1931-10-07,South Africa,1984,1,3850672,Peace,,
430,male,Georges J.F. Köhler,1946-04-17,Germany,1984,1/3,3850672,Physiology or Medicine,Basel Institute for Immunology,Switzerland
661,male,Jaroslav Seifert,1901-09-23,Czech Republic,1984,1,3850672,Literature,,
429,male,Niels K. Jerne,1911-12-23,United Kingdom,1984,1/3,3850672,Physiology or Medicine,Basel Institute for Immunology,Switzerland
698,male,Richard Stone,1913-08-30,United Kingdom,1984,1,3850672,Economic Sciences,University of Cambridge,United Kingdom
125,male,Simon van der Meer,1925-11-24,the Netherlands,1984,1/2,3850672,Physics,CERN,Switzerland
662,male,Claude Simon,1913-10-10,Madagascar,1985,1,3913667,Literature,,
699,male,Franco Modigliani,1918-06-18,Italy,1985,1,3913667,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
262,male,Herbert A. Hauptman,1917-02-14,USA,1985,1/2,3913667,Chemistry,The Medical Foundation of Buffalo,USA
263,male,Jerome Karle,1918-06-18,USA,1985,1/2,3913667,Chemistry,US Naval Research Laboratory,USA
433,male,Joseph L. Goldstein,1940-04-18,USA,1985,1/2,3913667,Physiology or Medicine,University of Texas Southwestern Medical Center at Dallas,USA
126,male,Klaus von Klitzing,1943-06-28,Poland,1985,1,3913667,Physics,Max-Planck-Institut für Festkörperforschung,Germany
432,male,Michael S. Brown,1941-04-13,USA,1985,1/2,3913667,Physiology or Medicine,University of Texas Southwestern Medical Center at Dallas,USA
264,male,Dudley R. Herschbach,1932-06-18,USA,1986,1/3,4172678,Chemistry,Harvard University,USA
548,male,Elie Wiesel,1928-09-30,Romania,1986,1,4172678,Peace,,
127,male,Ernst Ruska,1906-12-25,Germany,1986,1/2,4172678,Physics,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany
128,male,Gerd Binnig,1947-07-20,Germany,1986,1/4,4172678,Physics,IBM Zurich Research Laboratory,Switzerland
129,male,Heinrich Rohrer,1933-06-06,Switzerland,1986,1/4,4172678,Physics,IBM Zurich Research Laboratory,Switzerland
700,male,James M. Buchanan Jr.,1919-10-03,USA,1986,1,4172678,Economic Sciences,Center for Study of Public Choice,USA
266,male,John C. Polanyi,1929-01-23,Germany,1986,1/3,4172678,Chemistry,University of Toronto,Canada
435,female,Rita Levi-Montalcini,1909-04-22,Italy,1986,1/2,4172678,Physiology or Medicine,Institute of Cell Biology of the C.N.R.,Italy
434,male,Stanley Cohen,1922-11-17,USA,1986,1/2,4172678,Physiology or Medicine,Vanderbilt University School of Medicine,USA
663,male,Wole Soyinka,1934-07-13,Nigeria,1986,1,4172678,Literature,,
265,male,Yuan T. Lee,1936-11-19,Taiwan,1986,1/3,4172678,Chemistry,University of California,USA
269,male,Charles J. Pedersen,1904-10-03,South Korea,1987,1/3,4352280,Chemistry,Du Pont,USA
267,male,Donald J. Cram,1919-04-22,USA,1987,1/3,4352280,Chemistry,University of California,USA
130,male,J. Georg Bednorz,1950-05-16,Germany,1987,1/2,4352280,Physics,IBM Zurich Research Laboratory,Switzerland
268,male,Jean-Marie Lehn,1939-09-30,France,1987,1/3,4352280,Chemistry,Université Louis Pasteur,France
664,male,Joseph Brodsky,1940-05-24,Russia,1987,1,4352280,Literature,,
131,male,K. Alex Müller,1927-04-20,Switzerland,1987,1/2,4352280,Physics,IBM Zurich Research Laboratory,Switzerland
549,male,Oscar Arias Sánchez,1940-09-13,Costa Rica,1987,1,4352280,Peace,,
701,male,Robert M. Solow,1924-08-23,USA,1987,1,4352280,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
436,male,Susumu Tonegawa,1939-09-05,Japan,1987,1,4352280,Physiology or Medicine,Massachusetts Institute of Technology (MIT),USA
439,male,George H. Hitchings,1905-04-18,USA,1988,1/3,4729931,Physiology or Medicine,Wellcome Research Laboratories,USA
438,female,Gertrude B. Elion,1918-01-23,USA,1988,1/3,4729931,Physiology or Medicine,Wellcome Research Laboratories,USA
272,male,Hartmut Michel,1948-07-18,Germany,1988,1/3,4729931,Chemistry,Max-Planck-Institut für Biophysik,Germany
134,male,Jack Steinberger,1921-05-25,Germany,1988,1/3,4729931,Physics,CERN,Switzerland
270,male,Johann Deisenhofer,1943-09-30,Germany,1988,1/3,4729931,Chemistry,University of Texas Southwestern Medical Center at Dallas,USA
132,male,Leon M. Lederman,1922-07-15,USA,1988,1/3,4729931,Physics,Fermi National Accelerator Laboratory,USA
702,male,Maurice Allais,1911-05-31,France,1988,1,4729931,Economic Sciences,École Nationale Supérieur des Mines de Paris,France
133,male,Melvin Schwartz,1932-11-02,USA,1988,1/3,4729931,Physics,"Digital Pathways, Inc.",USA
665,male,Naguib Mahfouz,1911-12-11,Egypt,1988,1,4729931,Literature,,
271,male,Robert Huber,1937-02-20,Germany,1988,1/3,4729931,Chemistry,Max-Planck-Institut für Biochemie,Germany
437,male,Sir James W. Black,1924-06-14,Scotland,1988,1/3,4729931,Physiology or Medicine,"London University, King's College Hospital Medical School",United Kingdom
666,male,Camilo José Cela,1916-05-11,Spain,1989,1,5337372,Literature,,
136,male,Hans G. Dehmelt,1922-09-09,Germany,1989,1/4,5337372,Physics,University of Washington,USA
441,male,Harold E. Varmus,1939-12-18,USA,1989,1/2,5337372,Physiology or Medicine,University of California School of Medicine,USA
440,male,J. Michael Bishop,1936-02-22,USA,1989,1/2,5337372,Physiology or Medicine,University of California School of Medicine,USA
135,male,Norman F. Ramsey,1915-08-27,USA,1989,1/2,5337372,Physics,Harvard University,USA
273,male,Sidney Altman,1939-05-07,Canada,1989,1/2,5337372,Chemistry,Yale University,USA
551,male,The 14th Dalai Lama ,1935-07-06,China,1989,1,5337372,Peace,,
274,male,Thomas R. Cech,1947-12-08,USA,1989,1/2,5337372,Chemistry,University of Colorado,USA
703,male,Trygve Haavelmo,1911-12-13,Norway,1989,1,5337372,Economic Sciences,University of Oslo,Norway
137,male,Wolfgang Paul,1913-08-10,Germany,1989,1/4,5337372,Physics,University of Bonn,Germany
443,male,E. Donnall Thomas,1920-03-15,USA,1990,1/2,6443882,Physiology or Medicine,Fred Hutchinson Cancer Research Center,USA
275,male,Elias James Corey,1928-07-12,USA,1990,1,6443882,Chemistry,Harvard University,USA
704,male,Harry M. Markowitz,1927-08-24,USA,1990,1/3,6443882,Economic Sciences,City University of New York,USA
139,male,Henry W. Kendall,1926-12-09,USA,1990,1/3,6443882,Physics,Massachusetts Institute of Technology (MIT),USA
138,male,Jerome I. Friedman,1930-03-28,USA,1990,1/3,6443882,Physics,Massachusetts Institute of Technology (MIT),USA
442,male,Joseph E. Murray,1919-04-01,USA,1990,1/2,6443882,Physiology or Medicine,Brigham and Women's Hospital,USA
705,male,Merton H. Miller,1923-05-16,USA,1990,1/3,6443882,Economic Sciences,University of Chicago,USA
552,male,Mikhail Gorbachev,1931-03-02,Russia,1990,1,6443882,Peace,,
667,male,Octavio Paz,1914-03-31,Mexico,1990,1,6443882,Literature,,
140,male,Richard E. Taylor,1929-11-02,Canada,1990,1/3,6443882,Physics,Stanford University,USA
706,male,William F. Sharpe,1934-06-16,USA,1990,1/3,6443882,Economic Sciences,Stanford University,USA
553,female,Aung San Suu Kyi ,1945-06-19,Myanmar,1991,1,8831149,Peace,,
445,male,Bert Sakmann,1942-06-12,Germany,1991,1/2,8831149,Physiology or Medicine,Max-Planck-Institut für medizinische Forschung,Germany
444,male,Erwin Neher,1944-03-20,Germany,1991,1/2,8831149,Physiology or Medicine,Max-Planck-Institut für Biophysikalische Chemie,Germany
668,female,Nadine Gordimer,1923-11-20,South Africa,1991,1,8831149,Literature,,
141,male,Pierre-Gilles de Gennes,1932-10-24,France,1991,1,8831149,Physics,Collège de France,France
276,male,Richard R. Ernst,1933-08-14,Switzerland,1991,1,8831149,Chemistry,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
707,male,Ronald H. Coase,1910-12-29,United Kingdom,1991,1,8831149,Economic Sciences,University of Chicago,USA
669,male,Derek Walcott,1930-01-23,Saint Lucia,1992,1,9350791,Literature,,
446,male,Edmond H. Fischer,1920-04-06,China,1992,1/2,9350791,Physiology or Medicine,University of Washington,USA
447,male,Edwin G. Krebs,1918-06-06,USA,1992,1/2,9350791,Physiology or Medicine,University of Washington,USA
708,male,Gary Becker,1930-12-02,USA,1992,1,9350791,Economic Sciences,University of Chicago,USA
142,male,Georges Charpak,1924-08-01,Poland,1992,1,9350791,Physics,École Supérieure de Physique et Chimie,France
554,female,Rigoberta Menchú Tum,1959-01-09,Guatemala,1992,1,9350791,Peace,,
277,male,Rudolph A. Marcus,1923-07-21,Canada,1992,1,9350791,Chemistry,California Institute of Technology (Caltech),USA
710,male,Douglass C. North,1920-11-05,USA,1993,1/2,9208279,Economic Sciences,Washington University,USA
556,male,F.W. de Klerk,1936-03-18,South Africa,1993,1/2,9208279,Peace,,
144,male,Joseph H. Taylor Jr.,1941-03-29,USA,1993,1/2,9208279,Physics,Princeton University,USA
278,male,Kary B. Mullis,1944-12-28,USA,1993,1/2,9208279,Chemistry,,
279,male,Michael Smith,1932-04-26,United Kingdom,1993,1/2,9208279,Chemistry,University of British Columbia,Canada
555,male,Nelson Mandela,1918-07-18,South Africa,1993,1/2,9208279,Peace,,
449,male,Phillip A. Sharp,1944-06-06,USA,1993,1/2,9208279,Physiology or Medicine,"Massachusetts Institute of Technology (MIT), Center for Cancer Research",USA
448,male,Richard J. Roberts,1943-09-06,United Kingdom,1993,1/2,9208279,Physiology or Medicine,New England Biolabs,USA
709,male,Robert W. Fogel,1927-07-01,USA,1993,1/2,9208279,Economic Sciences,University of Chicago,USA
143,male,Russell A. Hulse,1950-11-28,USA,1993,1/2,9208279,Physics,Princeton University,USA
670,female,Toni Morrison,1931-02-18,USA,1993,1,9208279,Literature,,
450,male,Alfred G. Gilman,1941-07-01,USA,1994,1/2,9417195,Physiology or Medicine,University of Texas Southwestern Medical Center at Dallas,USA
145,male,Bertram N. Brockhouse,1918-07-15,Canada,1994,1/2,9417195,Physics,McMaster University,Canada
146,male,Clifford G. Shull,1915-09-23,USA,1994,1/2,9417195,Physics,Massachusetts Institute of Technology (MIT),USA
280,male,George A. Olah,1927-05-22,Hungary,1994,1,9417195,Chemistry,University of Southern California,USA
711,male,John C. Harsanyi,1920-05-29,Hungary,1994,1/3,9417195,Economic Sciences,University of California,USA
712,male,John F. Nash Jr.,1928-06-13,USA,1994,1/3,9417195,Economic Sciences,Princeton University,USA
671,male,Kenzaburo Oe,1935-01-31,Japan,1994,1,9417195,Literature,,
451,male,Martin Rodbell,1925-12-01,USA,1994,1/2,9417195,Physiology or Medicine,National Institute of Environmental Health Sciences,USA
713,male,Reinhard Selten,1930-10-05,Poland,1994,1/3,9417195,Economic Sciences,Rheinische Friedrich-Wilhelms-Universität,Germany
558,male,Shimon Peres,1923-08-16,Belarus,1994,1/3,9417195,Peace,,
557,male,Yasser Arafat,1929-08-24,Egypt,1994,1/3,9417195,Peace,,
559,male,Yitzhak Rabin,1922-03-01,Israel,1994,1/3,9417195,Peace,,
453,female,Christiane Nüsslein-Volhard,1942-10-20,Germany,1995,1/3,9446598,Physiology or Medicine,Max-Planck-Institut für Entwicklungsbiologie,Germany
452,male,Edward B. Lewis,1918-05-20,USA,1995,1/3,9446598,Physiology or Medicine,California Institute of Technology (Caltech),USA
454,male,Eric F. Wieschaus,1947-06-08,USA,1995,1/3,9446598,Physiology or Medicine,Princeton University,USA
283,male,F. Sherwood Rowland,1927-06-28,USA,1995,1/3,9446598,Chemistry,University of California,USA
148,male,Frederick Reines,1918-03-16,USA,1995,1/2,9446598,Physics,University of California,USA
560,male,Joseph Rotblat,1908-11-04,Poland,1995,1/2,9446598,Peace,,
282,male,Mario J. Molina,1943-03-19,Mexico,1995,1/3,9446598,Chemistry,Massachusetts Institute of Technology (MIT),USA
147,male,Martin L. Perl,1927-06-24,USA,1995,1/2,9446598,Physics,Stanford University,USA
281,male,Paul J. Crutzen,1933-12-03,the Netherlands,1995,1/3,9446598,Chemistry,Max-Planck-Institut für Chemie,Germany
714,male,Robert E. Lucas Jr.,1937-09-15,USA,1995,1,9446598,Economic Sciences,University of Chicago,USA
672,male,Seamus Heaney,1939-04-13,Northern Ireland,1995,1,9446598,Literature,,
562,male,Carlos Filipe Ximenes Belo,1948-02-03,East Timor,1996,1/2,9662517,Peace,,
149,male,David M. Lee,1931-01-20,USA,1996,1/3,9662517,Physics,Cornell University,USA
150,male,Douglas D. Osheroff,1945-08-01,USA,1996,1/3,9662517,Physics,Stanford University,USA
715,male,James A. Mirrlees,1936-07-05,Scotland,1996,1/2,9662517,Economic Sciences,University of Cambridge,United Kingdom
563,male,José Ramos-Horta,1949-12-26,East Timor,1996,1/2,9662517,Peace,,
455,male,Peter C. Doherty,1940-10-15,Australia,1996,1/2,9662517,Physiology or Medicine,St. Jude Children's Research Hospital,USA
286,male,Richard E. Smalley,1943-06-06,USA,1996,1/3,9662517,Chemistry,Rice University,USA
151,male,Robert C. Richardson,1937-06-26,USA,1996,1/3,9662517,Physics,Cornell University,USA
284,male,Robert F. Curl Jr.,1933-08-23,USA,1996,1/3,9662517,Chemistry,Rice University,USA
456,male,Rolf M. Zinkernagel,1944-01-06,Switzerland,1996,1/2,9662517,Physiology or Medicine,"University of Zurich, Institute of Experimental Immunology",Switzerland
285,male,Sir Harold Kroto,1939-10-07,United Kingdom,1996,1/3,9662517,Chemistry,University of Sussex,United Kingdom
716,male,William Vickrey,1914-06-21,Canada,1996,1/2,9662517,Economic Sciences,Columbia University,USA
673,female,Wislawa Szymborska,1923-07-02,Poland,1996,1,9662517,Literature,,
153,male,Claude Cohen-Tannoudji,1933-04-01,Algeria,1997,1/3,9746426,Physics,Collège de France,France
674,male,Dario Fo,1926-03-24,Italy,1997,1,9746426,Literature,,
289,male,Jens C. Skou,1918-10-08,Denmark,1997,1/2,9746426,Chemistry,Aarhus University,Denmark
565,female,Jody Williams,1950-10-09,USA,1997,1/2,9746426,Peace,,
288,male,John E. Walker,1941-01-07,United Kingdom,1997,1/4,9746426,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
718,male,Myron Scholes,1941-07-01,Canada,1997,1/2,9746426,Economic Sciences,Long Term Capital Management,USA
287,male,Paul D. Boyer,1918-07-31,USA,1997,1/4,9746426,Chemistry,University of California,USA
717,male,Robert C. Merton,1944-07-31,USA,1997,1/2,9746426,Economic Sciences,Harvard University,USA
457,male,Stanley B. Prusiner,1942-05-28,USA,1997,1,9746426,Physiology or Medicine,University of California School of Medicine,USA
152,male,Steven Chu,1948-02-28,USA,1997,1/3,9746426,Physics,Stanford University,USA
154,male,William D. Phillips,1948-11-05,USA,1997,1/3,9746426,Physics,National Institute of Standards and Technology,USA
719,male,Amartya Sen,1933-11-03,India,1998,1,9889843,Economic Sciences,Trinity College,United Kingdom
157,male,Daniel C. Tsui,1939-02-28,China,1998,1/3,9889843,Physics,Princeton University,USA
567,male,David Trimble,1944-10-15,Northern Ireland,1998,1/2,9889843,Peace,,
460,male,Ferid Murad,1936-09-14,USA,1998,1/3,9889843,Physiology or Medicine,University of Texas Medical School at Houston,USA
156,male,Horst L. Störmer,1949-04-06,Germany,1998,1/3,9889843,Physics,Columbia University,USA
566,male,John Hume,1937-01-18,Northern Ireland,1998,1/2,9889843,Peace,,
291,male,John Pople,1925-10-31,United Kingdom,1998,1/2,9889843,Chemistry,Northwestern University,USA
675,male,José Saramago,1922-11-16,Portugal,1998,1,9889843,Literature,,
459,male,Louis J. Ignarro,1941-05-31,USA,1998,1/3,9889843,Physiology or Medicine,University of California School of Medicine,USA
155,male,Robert B. Laughlin,1950-11-01,USA,1998,1/3,9889843,Physics,Stanford University,USA
458,male,Robert F. Furchgott,1916-06-04,USA,1998,1/3,9889843,Physiology or Medicine,SUNY Health Science Center,USA
290,male,Walter Kohn,1923-03-09,Austria,1998,1/2,9889843,Chemistry,University of California,USA
292,male,Ahmed Zewail,1946-02-26,Egypt,1999,1,10231411,Chemistry,California Institute of Technology (Caltech),USA
158,male,Gerardus 't Hooft,1946-07-05,the Netherlands,1999,1/2,10231411,Physics,Utrecht University,the Netherlands
461,male,Günter Blobel,1936-05-21,Poland,1999,1,10231411,Physiology or Medicine,Rockefeller University,USA
676,male,Günter Grass,1927-10-16,Poland,1999,1,10231411,Literature,,
159,male,Martinus J.G. Veltman,1931-06-27,the Netherlands,1999,1/2,10231411,Physics,,
720,male,Robert Mundell,1932-10-24,Canada,1999,1,10231411,Economic Sciences,Columbia University,USA
729,male,Alan Heeger,1936-01-22,USA,2000,1/3,11538617,Chemistry,University of California,USA
730,male,Alan MacDiarmid,1927-04-14,New Zealand,2000,1/3,11538617,Chemistry,University of Pennsylvania,USA
722,male,Arvid Carlsson,1923-01-25,Sweden,2000,1/3,11538617,Physiology or Medicine,Göteborg University,Sweden
733,male,Daniel L. McFadden,1937-07-29,USA,2000,1/2,11538617,Economic Sciences,University of California,USA
724,male,Eric Kandel,1929-11-07,Austria,2000,1/3,11538617,Physiology or Medicine,Columbia University,USA
734,male,Gao Xingjian,1940-01-04,China,2000,1,11538617,Literature,,
727,male,Herbert Kroemer,1928-08-25,Germany,2000,1/4,11538617,Physics,University of California,USA
731,male,Hideki Shirakawa,1936-08-20,Japan,2000,1/3,11538617,Chemistry,University of Tsukuba,Japan
728,male,Jack Kilby,1923-11-08,USA,2000,1/2,11538617,Physics,Texas Instruments,USA
732,male,James J. Heckman,1944-04-19,USA,2000,1/2,11538617,Economic Sciences,University of Chicago,USA
725,male,Kim Dae-jung,1925-12-03,South Korea,2000,1,11538617,Peace,,
723,male,Paul Greengard,1925-12-11,USA,2000,1/3,11538617,Physiology or Medicine,Rockefeller University,USA
726,male,Zhores Alferov,1930-03-15,Belarus,2000,1/4,11538617,Physics,A.F. Ioffe Physico-Technical Institute,Russia
745,male,A. Michael Spence,1943-00-00,USA,2001,1/3,12518033,Economic Sciences,Stanford University,USA
743,male,Barry Sharpless,1941-04-28,USA,2001,1/2,12518033,Chemistry,The Scripps Research Institute,USA
740,male,Carl Wieman,1951-03-26,USA,2001,1/3,12518033,Physics,"University of Colorado, JILA",USA
738,male,Eric Cornell,1961-12-19,USA,2001,1/3,12518033,Physics,"University of Colorado, JILA",USA
744,male,George A. Akerlof,1940-06-17,USA,2001,1/3,12518033,Economic Sciences,University of California,USA
